html_url,filename,tmp_path,eslint_error,eslint_warning,eslint_fatal,eslint_fixable_error,eslint_fixable_warning,eslint_sonarjs,eslint_unicorn,eslint_import,eslint_core,eslint_issues_total,eslint_ok,eslint_returncode,eslint_stderr
https://github.com/microsoft/typescript-go/pull/1313,testdata/baselines/reference/config/tsconfigParsing/null overrides in extended tsconfig - array fields with jsonSourceFile api.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_microsoft_typescript-go_pull_1313_e6d203ed/testdata_baselines_reference_config_tsconfigParsing_null_overrides_in_extended_t_4ec02efa.js,1,0,1,0,0,0,0,0,0,1,True,1,"(node:3365) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/microsoft/typescript-go/pull/1313,testdata/baselines/reference/config/tsconfigParsing/null overrides in extended tsconfig - mixed field types with json api.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_microsoft_typescript-go_pull_1313_e6d203ed/testdata_baselines_reference_config_tsconfigParsing_null_overrides_in_extended_t_e2b19fcc.js,1,0,1,0,0,0,0,0,0,1,True,1,"(node:3392) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/microsoft/typescript-go/pull/1313,testdata/baselines/reference/config/tsconfigParsing/null overrides in extended tsconfig - mixed field types with jsonSourceFile api.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_microsoft_typescript-go_pull_1313_e6d203ed/testdata_baselines_reference_config_tsconfigParsing_null_overrides_in_extended_t_f55b7aab.js,1,0,1,0,0,0,0,0,0,1,True,1,"(node:3417) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/microsoft/typescript-go/pull/1313,testdata/baselines/reference/config/tsconfigParsing/null overrides in extended tsconfig - string fields with json api.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_microsoft_typescript-go_pull_1313_e6d203ed/testdata_baselines_reference_config_tsconfigParsing_null_overrides_in_extended_t_70347e71.js,1,0,1,0,0,0,0,0,0,1,True,1,"(node:3440) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/microsoft/typescript-go/pull/1313,testdata/baselines/reference/config/tsconfigParsing/null overrides in extended tsconfig - string fields with jsonSourceFile api.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_microsoft_typescript-go_pull_1313_e6d203ed/testdata_baselines_reference_config_tsconfigParsing_null_overrides_in_extended_t_e876fefb.js,1,0,1,0,0,0,0,0,0,1,True,1,"(node:3465) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/microsoft/typescript-go/pull/1313,testdata/baselines/reference/config/tsconfigParsing/null overrides in middle level of extends chain with json api.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_microsoft_typescript-go_pull_1313_e6d203ed/testdata_baselines_reference_config_tsconfigParsing_null_overrides_in_middle_lev_25d3a696.js,1,0,1,0,0,0,0,0,0,1,True,1,"(node:3490) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/microsoft/typescript-go/pull/1313,testdata/baselines/reference/config/tsconfigParsing/null overrides in middle level of extends chain with jsonSourceFile api.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_microsoft_typescript-go_pull_1313_e6d203ed/testdata_baselines_reference_config_tsconfigParsing_null_overrides_in_middle_lev_f9bc26d0.js,1,0,1,0,0,0,0,0,0,1,True,1,"(node:3514) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/microsoft/typescript-go/pull/1313,testdata/baselines/reference/config/tsconfigParsing/null overrides with multiple extends levels with json api.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_microsoft_typescript-go_pull_1313_e6d203ed/testdata_baselines_reference_config_tsconfigParsing_null_overrides_with_multiple_02dd767a.js,1,0,1,0,0,0,0,0,0,1,True,1,"(node:3539) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/microsoft/typescript-go/pull/1313,testdata/baselines/reference/config/tsconfigParsing/null overrides with multiple extends levels with jsonSourceFile api.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_microsoft_typescript-go_pull_1313_e6d203ed/testdata_baselines_reference_config_tsconfigParsing_null_overrides_with_multiple_ea078855.js,1,0,1,0,0,0,0,0,0,1,True,1,"(node:3571) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/Apollon77/ioBroker.alexa2/pull/1242,main.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_Apollon77_ioBroker.alexa2_pull_1242_b8323d52/main.js_7a9076d6.js,109,21,0,0,0,21,0,0,109,130,True,1,"(node:3602) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/514-labs/moose/pull/2336,apps/framework-docs/theme.config.jsx,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_514-labs_moose_pull_2336_3dae7e6d/apps_framework-docs_theme.config.jsx_1d5082e9.jsx,0,1,0,0,0,0,0,0,0,1,True,0,"(node:3633) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/jeroenterheerdt/HAsmartirrigation/pull/588,custom_components/smart_irrigation/frontend/dist/smart-irrigation.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_jeroenterheerdt_HAsmartirrigation_pull_588_462dc05e/custom_components_smart_irrigation_frontend_dist_smart-irrigation.js_a070b805.js,79,30,0,1,0,30,0,0,79,109,True,1,"(node:3657) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/benwbrum/fromthepage/pull/4791,app/javascript/controllers/tooltip_controller.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_benwbrum_fromthepage_pull_4791_6b1eb7f9/app_javascript_controllers_tooltip_controller.js_236ff00f.js,16,0,0,0,0,0,0,0,16,16,True,1,"(node:3685) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/dotenvx/dotenvx/pull/619,src/cli/dotenvx.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_dotenvx_dotenvx_pull_619_583a2f08/src_cli_dotenvx.js_0bfe3cd3.js,25,0,0,0,0,0,0,0,25,25,True,1,"(node:3715) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/dotenvx/dotenvx/pull/619,tests/e2e/run.test.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_dotenvx_dotenvx_pull_619_583a2f08/tests_e2e_run.test.js_8da6edf2.js,16,0,0,0,0,0,0,0,16,16,True,1,"(node:3738) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/zeroc-ice/ice/pull/4104,js/src/Ice/InstanceExtensions.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_zeroc-ice_ice_pull_4104_388d4fd6/js_src_Ice_InstanceExtensions.js_1892bb6c.js,23,1,0,11,0,1,0,0,23,24,True,1,"(node:3763) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/zeroc-ice/ice/pull/4104,js/src/Ice/ObjectAdapter.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_zeroc-ice_ice_pull_4104_388d4fd6/js_src_Ice_ObjectAdapter.js_49ab28d8.js,2,2,0,1,0,2,0,0,2,4,True,1,"(node:3786) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1523,alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/build.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_MontrealAI_AGI-Alpha-Agent-v0_pull_1523_86095098/alpha_factory_v1_demos_alpha_agi_insight_v1_insight_browser_v1_build.js_41ae132d.js,23,0,0,0,0,0,0,0,23,23,True,1,"(node:3811) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1523,alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/tests/gpu_flag.test.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_MontrealAI_AGI-Alpha-Agent-v0_pull_1523_86095098/alpha_factory_v1_demos_alpha_agi_insight_v1_insight_browser_v1_tests_gpu_flag.te_d543d543.js,10,0,0,0,0,0,0,0,10,10,True,1,"(node:3835) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
https://github.com/prebid/Prebid.js/pull/13520,eslint.config.js,/Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/tmp_js_analysis_all/https_github.com_prebid_Prebid.js_pull_13520_da9d43bd/eslint.config.js_e7f6d45c.js,13,0,0,0,0,0,0,0,13,13,True,1,"(node:3859) [MODULE_TYPELESS_PACKAGE_JSON] Warning: Module type of file:///Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/eslint.config.js?mtime=1768869947462 is not specified and it doesn't parse as CommonJS.
Reparsing as ES module because module syntax was detected. This incurs a performance overhead.
To eliminate this warning, add ""type"": ""module"" to /Users/guanhao/Desktop/Coding-Agent-Code/AI-Code-Characteristic/lint_workspace/package.json.
(Use `node --trace-warnings ...` to show where the warning was created)
"
